X,Y,source_url,what3words,upstream,name,completeness,uuid,date_modified,source,version,type,phone,physical-address,email,url,defining-hours,activities,scope-of-service,notes,nature-of-facility
44.0321503,36.3094904,http://www.openstreetmap.org/node/4430422693,benched.meriting.bailing,OpenStreetMap¶n4430422693,بنكه ى ته ندروستى به حركه(مرکز الصحي بحركة),29.41%,32535e4b22f24425a71fc323b2b336a6,2016/10/08 06:26:49+00,OpenStreetMap,2,clinic,,,,,,,,,
44.120072,36.1549674,http://www.openstreetmap.org/node/4398471791,icons.glimmers.noses,OpenStreetMap¶n4398471791,"بنكەی تەندروستی بنەسڵاوە, Bnaslawa Hospital",29.41%,ce2826dc86564042806211c7bedd3760,2016/09/13 07:41:03+00,OpenStreetMap,2,hospital,,,,,,,,,
44.1375042,36.1962662,http://www.openstreetmap.org/node/4669779798,remaking.replied.shut,OpenStreetMap¶n4669779798,بنکەی تەندروستی تارین,29.41%,691208077c3b46d3bf7ada8762d1f33b,2017/02/06 21:34:14+00,OpenStreetMap,2,hospital,,,,,,,,,
44.135582,36.16704,http://www.openstreetmap.org/node/4562996990,front.ignore.surely,OpenStreetMap¶n4562996990,"بنکەی تەندروستی قەڵای نوێ, Qalay nwe helth center",29.41%,3e2b8725531240afa57d3fae2546a08d,2016/12/20 06:22:47+00,OpenStreetMap,2,hospital,,,,,,,,,
44.7587531,36.5066959,http://www.openstreetmap.org/node/4585619097,mondays.skylark.edibility,OpenStreetMap¶n4585619097,بنکەی تەندروستی وەرتێ,29.41%,289799a8ef984406834eec929b86722e,2017/01/02 18:16:19+00,OpenStreetMap,2,hospital,,,,,,,,,
45.9829911,35.1781165,http://www.openstreetmap.org/node/4458716990,shocked.formatting.pardons,OpenStreetMap¶n4458716990,بنکەی تەندروستی پیر محمد,29.41%,35133cf0422a4d9492469ba95aeefdba,2016/10/22 04:51:26+00,OpenStreetMap,2,hospital,,,,,,,,,
44.1112996,36.1521362,http://www.openstreetmap.org/node/4398476691,pies.admire.confident,OpenStreetMap¶n4398476691,بنکەی تەندروستی ڕاژان,29.41%,25d5e49dc0914803bfded05bd11d5760,2016/11/01 15:00:29+00,OpenStreetMap,2,hospital,,,,,,,,,
44.145457,36.2079818,http://www.openstreetmap.org/node/4669779799,surround.reckons.incorrect,OpenStreetMap¶n4669779799,بنکەیی تەندروستی کەسنەزان,29.41%,7904b7f3be0948eaaba01b23671c86ef,2017/02/06 21:36:37+00,OpenStreetMap,2,hospital,,,,,,,,,
45.4511549,35.5559306,http://www.openstreetmap.org/node/4573916489,regretted.erupts.binder,OpenStreetMap¶n4573916489,به رزي تايبه ت,29.41%,fd0ef1f2764f48928a75a847a65527c8,2016/12/26 20:34:40+00,OpenStreetMap,2,hospital,,,,,,,,,
44.0034948,36.1925722,http://www.openstreetmap.org/node/4474555293,traded.spark.utensil,OpenStreetMap¶n4474555293,به ريوبه رايه تى ته ندروستي,35.29%,a2e78b10ae6245669c78ecc10713f277,2016/11/01 07:40:07+00,OpenStreetMap,2,clinic,,Pizishkan Street,,,,,,,
47.7971827,30.5236271,http://www.openstreetmap.org/node/4397324290,glitter.forum.awake,OpenStreetMap¶n4397324290,بيت الجوزي,29.41%,85ad905ebe2c430ebd4ccb62a400abb8,2016/09/12 11:32:35+00,OpenStreetMap,2,clinic,,,,,,,,,
44.4946938,33.3165847,http://www.openstreetmap.org/node/4701315290,renew.eagles.paraded,OpenStreetMap¶n4701315290,"بيت سيف الكيار, saef algayar",35.29%,8c0ab720c3a44187ba15e813c4a000a6,2017/02/23 12:24:55+00,OpenStreetMap,2,hospital,07714365865,,ssaef28.ss@gmail.com,,,,,,
44.0357082,36.1932782,http://www.openstreetmap.org/node/2818047479,diver.insurers.rents,OpenStreetMap¶n2818047479,بيطرية,35.29%,ac5ac678c86d4ac6b0221d37d379c386,2016/08/31 18:52:47+00,OpenStreetMap,2,hospital,,Rizgari Hospital,,,,,,,
44.0501638,36.1233483,http://www.openstreetmap.org/node/4451774789,heat.committee.farmer,OpenStreetMap¶n4451774789,تاقيكةىمظفر,35.29%,826615dc7acf4f9caab24cb7d98ea773,2017/01/14 16:24:29+00,OpenStreetMap,2,clinic,009647504627276,,,,,,,,
44.0420567,36.192162,http://www.openstreetmap.org/node/4394714398,eruptions.denim.narrow,OpenStreetMap¶n4394714398,"تاقيگةى ئةلفا بو شيكارى نةخوشيةكان, ALFA lab for medical analysi",35.29%,78458579f5744e65af71bf2df94e553b,2016/09/10 13:25:48+00,OpenStreetMap,2,hospital,,"07511096990, 100 M Road",,,,,,,
45.4355426,35.5737476,http://www.openstreetmap.org/node/4660845890,options.blown.buffoon,OpenStreetMap¶n4660845890,تاقیگه ی ته ندروستی گشتی دوو,29.41%,351439a36b2747d5bdfeec9efe160a7d,2017/02/03 19:59:47+00,OpenStreetMap,2,hospital,,,,,,,,,
42.5721811,35.9455225,http://www.openstreetmap.org/node/4577117089,concerned.remodels.guidance,OpenStreetMap¶n4577117089,تل عبطة كان هنآ جعفر الركابي,29.41%,e55013d9fd0941878f0b6e5cd2eaf67f,2017/03/03 11:59:09+00,OpenStreetMap,2,hospital,,,,,,,,,
44.0653061,36.1183003,http://www.openstreetmap.org/node/4488812389,march.series.drew,OpenStreetMap¶n4488812389,تەندروستی دارەتوو,29.41%,3640931b45154d3c97db40ccb681fc03,2017/01/14 16:24:26+00,OpenStreetMap,2,hospital,,,,,,,,,
45.4434582,35.5643237,http://www.openstreetmap.org/node/4678805689,sugars.chest.soaps,OpenStreetMap¶n4678805689,تەوارییەکە,29.41%,2a72775ae4b543b89ce6cb7bbd2b1a30,2017/02/10 17:09:16+00,OpenStreetMap,2,hospital,,,,,,,,,
44.3781274,33.3451792,http://www.openstreetmap.org/node/94298797,empty.blazers.rifled,openstreetmap¶n94298797,جامعة بغداد -- كلية الطب آل الكندي,35.29%,9c9be4418e614a19a53885764a40beb5,2015/11/17 09:43:57.838+00,OpenStreetMap,2,hospital,,,,,,,,,
45.4187857,35.5531001,http://www.openstreetmap.org/node/4460520396,stung.conductor.warp,OpenStreetMap¶n4460520396,"حاجي رزگارى جراح, haji Rzgar jrah",29.41%,d7553b2fe39e4a50ae46b10fb97ca616,2016/10/23 16:01:49+00,OpenStreetMap,2,hospital,,,,,,,,,
44.5424302,33.5680635,http://www.openstreetmap.org/node/4452278490,rooting.shelf.bleat,OpenStreetMap¶n4452278490,حجي ناظم,29.41%,2d86b07a50c248b395273f90c144d56d,2016/10/17 18:01:01+00,OpenStreetMap,2,clinic,,,,,,,,,
45.3194102,34.6180596,http://www.openstreetmap.org/node/4274576392,birdcalls.broth.chewing,OpenStreetMap¶n4274576392,حمە ئایش,29.41%,02b4b435c572473c9f6032ed1f8202c5,2016/06/30 23:06:34+00,OpenStreetMap,2,clinic,,,,,,,,,
44.3304449,33.3520219,http://www.openstreetmap.org/node/4568642490,receive.wiggly.enacts,OpenStreetMap¶n4568642490,خالد الكعبي اسواق,29.41%,11b6331d64d24bde81e68a21b1580774,2016/12/23 11:56:07+00,OpenStreetMap,2,clinic,,,,,,,,,
43.0060597,36.6411943,http://www.openstreetmap.org/node/4570366389,intact.condescend.dimples,OpenStreetMap¶n4570366389,"خستخانة طوارى, field surgicul unit",29.41%,bb4fb3e063ec4d96a7baefa329b0f085,2016/12/24 13:57:31+00,OpenStreetMap,2,hospital,,,,,,,,,
45.4210944,35.573849,http://www.openstreetmap.org/node/4405542493,spooned.scariest.blunt,OpenStreetMap¶n4405542493,"خه‌سته‌خانه‌, Hospital",35.29%,d1ed56375f7f42ed834e7323208cbd10,2016/09/17 16:13:21+00,OpenStreetMap,2,hospital,,58th Rd,,,,,,,
44.3416676,33.3766768,http://www.openstreetmap.org/node/4594544692,crashing.sparkle.curries,OpenStreetMap¶n4594544692,د . فاطمة عدنان,29.41%,71d5ffae9c3d41b2a8b494c88f787100,2017/01/07 16:49:28+00,OpenStreetMap,2,clinic,,,,,,,,,
44.2524561,33.0812551,http://www.openstreetmap.org/node/4101496891,legend.noise.safest,OpenStreetMap¶n4101496891,د احسان الانباري,29.41%,5435d96aa1684a6990eb43a01978884c,2016/04/06 07:28:30+00,OpenStreetMap,2,clinic,,,,,,,,,
44.0410057,36.189012,http://www.openstreetmap.org/node/4309528089,shelf.reshape.overused,OpenStreetMap¶n4309528089,د زياد شفيق الراوي/أربيل,29.41%,2926d57529734a45862be2202ccf16f7,2016/07/18 16:50:42+00,OpenStreetMap,2,clinic,,,,,,,,,
44.296982,33.3203326,http://www.openstreetmap.org/node/4357280089,plunger.limiting.treat,OpenStreetMap¶n4357280089,د هاشم جميل,35.29%,d66e1994722041cc935568fdbceee9d1,2016/08/19 10:06:19+00,OpenStreetMap,2,clinic,,20,,,,,,,
45.4509946,35.554677,http://www.openstreetmap.org/node/4405409609,critic.scream.face,OpenStreetMap¶n4405409609,د. دیار عبدالواحد صالح,41.18%,8e5018023f5a40c28167856cfbe12f43,2016/09/17 09:41:59+00,OpenStreetMap,2,clinic,07727023030,"Ibrahim Pasha Street, 964",info@drdiyar.com,http://www.drdiyar.com,,,,,
44.0063764,36.1949153,http://www.openstreetmap.org/node/4339288789,targeted.sample.streak,OpenStreetMap¶n4339288789,د. عبدالسلام جاف,29.41%,c1b6731653244fe6ba5a0c14bfd8a13b,2016/08/07 02:25:36+00,OpenStreetMap,2,clinic,,,,,,,,,
44.0060588,36.1945818,http://www.openstreetmap.org/node/4535633392,tech.warned.shortens,OpenStreetMap¶n4535633392,د. علي عبداللطيف البرزنجي / باطنية,29.41%,c8ee228ccf5a4db9a2c196dc06571ba7,2016/12/03 13:30:08+00,OpenStreetMap,2,clinic,,,,,,,,,
44.3664585,33.3092559,http://www.openstreetmap.org/node/4555438894,buzzer.candy.sticks,OpenStreetMap¶n4555438894,د. غالب بشار الجنديل,29.41%,62ddc03e4ca941e0b97d987ec36355e1,2016/12/15 10:38:59+00,OpenStreetMap,2,clinic,,,,,,,,,
44.3408661,33.3725771,http://www.openstreetmap.org/node/4545456008,assorted.dramatic.shiny,OpenStreetMap¶n4545456008,د.احمد مير علي,29.41%,c778b0f86c3a4d52bed950805fdea6c6,2016/12/08 21:28:34+00,OpenStreetMap,2,clinic,,,,,,,,,
47.8358592,30.5126274,http://www.openstreetmap.org/node/4685616189,coats.divided.openings,OpenStreetMap¶n4685616189,د.اسامة مال الله,29.41%,a5e08de6fa81499a880bf8ffe5d4e812,2017/02/14 19:03:25+00,OpenStreetMap,2,clinic,,,,,,,,,
47.8329536,30.5093643,http://www.openstreetmap.org/node/4685714299,weaved.mount.mixed,OpenStreetMap¶n4685714299,د.العلياء هاشم اليونس,29.41%,6b661fe57ddd40de94a365103b4bf867,2017/02/14 19:55:29+00,OpenStreetMap,2,clinic,,,,,,,,,
44.4372346,32.4841937,http://www.openstreetmap.org/node/4655090689,dizzy.negotiators.robot,OpenStreetMap¶n4655090689,د.امير حمدي العميدي,35.29%,23cb60cfa17f4d92878f3059862f1dbe,2017/02/02 04:47:00+00,OpenStreetMap,2,clinic,07601022377,,ameeralameedee@gmail.com,,,,,,
47.8345005,30.5112987,http://www.openstreetmap.org/node/4685597590,tips.shopper.markets,OpenStreetMap¶n4685597590,د.خليل ابراهيم,29.41%,287eb62fca8d469eac2c9d6133abd9e1,2017/02/14 19:03:25+00,OpenStreetMap,2,clinic,,,,,,,,,
47.8341988,30.5111282,http://www.openstreetmap.org/node/4424782889,pulp.special.sponsors,OpenStreetMap¶n4424782889,د.خليل اسماعيل / جلدية,29.41%,607bef9c278845a8853820ce810b680b,2016/09/30 09:52:51+00,OpenStreetMap,2,clinic,,,,,,,,,
47.8367472,30.5119404,http://www.openstreetmap.org/node/4690782090,photos.supplied.goes,OpenStreetMap¶n4690782090,د.زينب الخالدي,29.41%,14abb752e1cc486c92e0d6231ce8fa5f,2017/02/17 17:06:10+00,OpenStreetMap,2,clinic,,,,,,,,,
47.8323945,30.5094055,http://www.openstreetmap.org/node/4688578000,classics.strength.shocked,OpenStreetMap¶n4688578000,د.سامر عبد الامير,29.41%,fa51153a9f9240179717b675b3fe1bbe,2017/02/16 10:57:37+00,OpenStreetMap,2,clinic,,,,,,,,,
47.8306087,30.5063972,http://www.openstreetmap.org/node/4688577999,fakes.tree.copycat,OpenStreetMap¶n4688577999,د.سجاد عبد النبي,29.41%,a6a823becb7a4e6b8b57eca08bbae3ca,2017/02/16 10:57:35+00,OpenStreetMap,2,clinic,,,,,,,,,
44.6907427,33.3756758,http://www.openstreetmap.org/node/4575222193,acute.publish.glee,OpenStreetMap¶n4575222193,د.سلام حنون,35.29%,54203551e78c44719d4161a52f45d450,2016/12/27 14:22:40+00,OpenStreetMap,2,clinic,0771 138 2601,,,,,,,,
44.0416705,32.5909343,http://www.openstreetmap.org/node/4589607294,lighter.finishes.represent,OpenStreetMap¶n4589607294,د.صباح الحسيني,29.41%,7774c0bc04b1415c94fa7d2a62dd30cf,2017/01/04 19:19:56+00,OpenStreetMap,2,clinic,,,,,,,,,
44.3587387,33.2516859,http://www.openstreetmap.org/node/4587853990,laptops.hiking.bucket,OpenStreetMap¶n4587853990,د.طريف الغريري  باطنية /اطفال,35.29%,6b1801ced2a14949970748f030a5a8a6,2017/01/03 22:14:20+00,OpenStreetMap,2,clinic,0773 382 4450,,,,,,,,
44.3188678,33.3571668,http://www.openstreetmap.org/node/4619189692,banks.send.pricing,OpenStreetMap¶n4619189692,د.عذراء قاسم (للاسنان),29.41%,ea497e471b8945cba0bee5489876a709,2017/01/19 21:51:36+00,OpenStreetMap,2,clinic,,,,,,,,,
44.0362182,36.1967066,http://www.openstreetmap.org/node/4409721600,weep.ambitions.panthers,OpenStreetMap¶n4409721600,د.علي فيصل /جراحة مفاصل,29.41%,b80054e35fcc4c93b812b1ea66cdf32e,2016/09/20 15:20:09+00,OpenStreetMap,2,clinic,,,,,,,,,
47.834289,30.5112652,http://www.openstreetmap.org/node/4424782890,definite.rockets.slowly,OpenStreetMap¶n4424782890,د.علي مالك / اسنان,29.41%,aa8f7c0b4d6e49e28678b0600a164cbe,2016/09/30 09:52:54+00,OpenStreetMap,2,clinic,,,,,,,,,
47.7994904,30.5381503,http://www.openstreetmap.org/node/4681232289,sifts.misty.patch,OpenStreetMap¶n4681232289,د.فاتن طالب,29.41%,e9c1d5fd3e4f462896ebbf06c2ee140f,2017/02/12 06:29:42+00,OpenStreetMap,2,clinic,,,,,,,,,
44.6216418,33.7487441,http://www.openstreetmap.org/node/4515516189,aimed.downfield.headboard,OpenStreetMap¶n4515516189,د.فراس جاسم اختصاص انف وإذن وحنجرة,35.29%,3907586ed8df4029be62e3d2bc23868c,2016/11/22 15:32:08+00,OpenStreetMap,2,clinic,07815408179,,,,,,,,
44.3409625,33.3726002,http://www.openstreetmap.org/node/4545455996,trees.smiling.director,OpenStreetMap¶n4545455996,د.قبس المرسومي,29.41%,107b68dc3d8b41b9bc88a7662050273a,2016/12/08 21:26:38+00,OpenStreetMap,2,clinic,,,,,,,,,
44.3303683,33.3545318,http://www.openstreetmap.org/node/4545455892,examples.lower.family,OpenStreetMap¶n4545455892,د.لمى جواد الشماع,29.41%,c5147d98ffa74b208ed34aca1e2237b3,2016/12/08 21:26:06+00,OpenStreetMap,2,clinic,,,,,,,,,
47.8334,30.510315,http://www.openstreetmap.org/node/4690747003,embraced.nights.pricing,OpenStreetMap¶n4690747003,د.محمد رفعت,29.41%,aef5c29949ef4b07aba75c50a5e3c5f1,2017/02/17 17:06:12+00,OpenStreetMap,2,clinic,,,,,,,,,
47.8294758,30.5064254,http://www.openstreetmap.org/node/4690745894,looked.skews.trains,OpenStreetMap¶n4690745894,د.وسن الغنام,29.41%,a789a68f10704089a52d6d3f66491c5f,2017/02/17 17:06:13+00,OpenStreetMap,2,clinic,,,,,,,,,
43.2983395,33.4216698,http://www.openstreetmap.org/node/4454687290,thing.midfield.cheering,OpenStreetMap¶n4454687290,دائرة صحة الانبار,29.41%,89cdcf20d3104e2b973977cbb6373c6b,2016/10/19 08:38:09+00,OpenStreetMap,2,hospital,,,,,,,,,
47.7919538,30.4972236,http://www.openstreetmap.org/node/4071205961,deform.pushes.gears,OpenStreetMap¶n4071205961,دائرة صحة البصرة,29.41%,97582980ce71474db77cb11667f35f3c,2017/01/14 08:31:02+00,OpenStreetMap,2,hospital,,,,,,,,,
45.459107,35.518368,http://www.openstreetmap.org/node/4603592993,vampire.quote.ledge,OpenStreetMap¶n4603592993,"دائرة صحة السليمانية, Sulaymaniyah health department",29.41%,ccc9027a5453410881e81df049b06fa6,2017/01/12 12:15:38+00,OpenStreetMap,2,clinic,,,,,,,,,
44.4470807,33.326351,http://www.openstreetmap.org/node/4439188852,replace.cascade.rubble,OpenStreetMap¶n4439188852,دائرة صحة بغداد/الرصافة - قطاع الرعاية الصحية الأولية,29.41%,11684fe393e34d5f99c455a060ce183e,2016/10/09 14:48:37+00,OpenStreetMap,2,hospital,,,,,,,,,
43.6818618,34.6034427,http://www.openstreetmap.org/node/3778974157,composed.nooks.manly,OpenStreetMap¶n3778974157,دائرة صحة صلاح الدين,29.41%,8ac99577379d4d90bec573372cb4167f,2015/10/08 23:43:16+00,OpenStreetMap,2,hospital,,,,,,,,,
44.0230594,32.6040812,http://www.openstreetmap.org/node/4374643490,verve.campfires.reshaping,OpenStreetMap¶n4374643490,دائرة صحة كربلاء,29.41%,a8f320eb86f34beb9ada845dd0744be0,2016/08/29 19:11:25+00,OpenStreetMap,2,hospital,,,,,,,,,
44.3740261,33.346871,http://www.openstreetmap.org/node/4698771019,victory.slowly.storage,OpenStreetMap¶n4698771019,دار التمريض,29.41%,d3a03636f43548d386584740d61b601a,2017/02/22 09:50:07+00,OpenStreetMap,2,hospital,,,,,,,,,
43.793019,34.4533859,http://www.openstreetmap.org/node/4533827301,disavowing.shiitakes.breakfasts,OpenStreetMap¶n4533827301,دختور ئه اصه ف,35.29%,510ab4acf46e47048127deaaf1005527,2016/12/02 12:16:41+00,OpenStreetMap,2,clinic,0771 068 3568,,,,,,,,
44.0339704,36.1930297,http://www.openstreetmap.org/node/4329614395,fatherly.struck.offerings,OpenStreetMap¶n4329614395,دك,29.41%,a02a4a580e0f408ca4edcc35c295888b,2016/07/31 17:23:41+00,OpenStreetMap,2,hospital,,,,,,,,,
44.0069004,36.1875465,http://www.openstreetmap.org/node/4704959090,masterful.monorail.fabric,OpenStreetMap¶n4704959090,دكتؤرة خانزاد,29.41%,77d951491bb94ddc8896ea04b4cd397b,2017/02/25 10:40:25+00,OpenStreetMap,2,hospital,,,,,,,,,
44.0076502,36.1953404,http://www.openstreetmap.org/node/4593931091,paying.beads.assorted,OpenStreetMap¶n4593931091,دكتور ابراهيم ته يراوه يى,29.41%,0cfa751ac960440880b67a4c395a2310,2017/01/07 07:02:04+00,OpenStreetMap,2,hospital,,,,,,,,,
44.9201349,31.9833093,http://www.openstreetmap.org/node/4269441292,reception.sanded.sniff,OpenStreetMap¶n4269441292,دكتور احسان ديوانية,29.41%,b33c65f474e2480a87abca18b032f973,2016/06/28 07:39:06+00,OpenStreetMap,2,hospital,,,,,,,,,
44.0356835,36.2025193,http://www.openstreetmap.org/node/4450941792,coconuts.wiping.hushed,OpenStreetMap¶n4450941792,دكتور احسان شمري,29.41%,68b2b5beec104097b113fc77e4b36edf,2016/10/16 21:44:53+00,OpenStreetMap,2,clinic,,,,,,,,,
43.6213776,36.6891455,http://www.openstreetmap.org/node/4284075505,extraneous.delicate.headstone,OpenStreetMap¶n4284075505,دكتور بارزان ,29.41%,fad047eb3abb4501ac3139d72ca300cd,2016/07/05 13:08:59+00,OpenStreetMap,2,clinic,,,,,,,,,
45.4514577,35.5572177,http://www.openstreetmap.org/node/4472169290,limitless.dragons.burglars,OpenStreetMap¶n4472169290,دكتور برايم ففي,29.41%,bada0a4b39e34058aa94b46b2648ac16,2016/10/31 05:21:01+00,OpenStreetMap,2,clinic,,,,,,,,,
45.4506056,35.557182,http://www.openstreetmap.org/node/4508460089,dabbling.panicking.assures,OpenStreetMap¶n4508460089,دكتور جزاء,29.41%,054bb3c81f5f44e09ce5650c95d08819,2016/11/18 12:23:30+00,OpenStreetMap,2,clinic,,,,,,,,,
44.3425932,33.2692048,http://www.openstreetmap.org/node/4373548390,together.larger.petted,OpenStreetMap¶n4373548390,دكتور جلدية,29.41%,e0a256a618b74f87a6f94842f6cf79ca,2017/01/04 15:42:39+00,OpenStreetMap,2,clinic,,,,,,,,,
47.8356353,30.5197317,http://www.openstreetmap.org/node/4180677290,ruler.respects.plotting,OpenStreetMap¶n4180677290,دكتور حيدر الزاهد البصرة,29.41%,c2c5400d1d7e46b79150c94d3a81014f,2016/05/12 10:15:18+00,OpenStreetMap,2,hospital,,,,,,,,,
47.8158814,30.5273353,http://www.openstreetmap.org/node/4178884589,iceberg.ridge.shark,OpenStreetMap¶n4178884589,دكتور حيدر مفاصل ,29.41%,b2e6b3afde6a47a5a0e9dd537f86844f,2016/05/11 16:29:14+00,OpenStreetMap,2,hospital,,,,,,,,,
44.3613472,33.307188,http://www.openstreetmap.org/node/4574057289,boomers.person.lance,OpenStreetMap¶n4574057289,دكتور خضير البدري,29.41%,084cabb50abf489089b69dbd61dc2171,2016/12/26 22:08:08+00,OpenStreetMap,2,clinic,,,,,,,,,
44.035434,36.2117024,http://www.openstreetmap.org/node/4703169806,manuals.decisions.cleansed,OpenStreetMap¶n4703169806,دكتور رائيد عةبدولله حاجى,41.18%,d0468e79e0174ea7bbb93932c96a0078,2017/02/24 09:45:28+00,OpenStreetMap,2,clinic,07512089582,"07512089582, 40 Meter Road",dr.raidhagy.rh@gmail.com,,,,,,
43.7019622,36.6273445,http://www.openstreetmap.org/node/4283473590,integrally.famed.models,OpenStreetMap¶n4283473590,دكتور صالح سعيد برزناري,29.41%,94f1694c67944e5fb0b292530f11e530,2016/07/05 01:12:37+00,OpenStreetMap,2,clinic,,,,,,,,,
44.3643726,33.3097588,http://www.openstreetmap.org/node/4665575591,second.voting.indoors,OpenStreetMap¶n4665575591,دكتور علي سعود/جراحه الدماغ والحبل الشوكي والغده النخاميه,29.41%,d5dba05d5fdc4948bb59c4ea6ff0017d,2017/02/05 15:51:56+00,OpenStreetMap,2,clinic,,,,,,,,,
44.0049362,36.1939222,http://www.openstreetmap.org/node/4470129403,united.surfed.relished,OpenStreetMap¶n4470129403,دكتور عيون احمد النعيمي,35.29%,394de5fa62684707b79689082be08a6f,2016/10/29 16:02:18+00,OpenStreetMap,2,clinic,7503253939,,drahmmed@gmail.com,,,,,,
43.999106,36.2273373,http://www.openstreetmap.org/node/4614443389,paddlers.amplified.shaver,OpenStreetMap¶n4614443389,دكتور مسار اسحق ايشو,35.29%,dbb002173e6642de955abbc1a67fa95e,2017/01/18 16:48:56+00,OpenStreetMap,2,clinic,,two side shlama,salam.isaaq@yahoo.com,,,,,,
43.9991056,36.2272483,http://www.openstreetmap.org/node/4663849791,decide.verb.chilled,OpenStreetMap¶n4663849791,دكتور مسار اسحق ايشو,29.41%,41a0ee1075ef45babde0cb9a7ff5b5ca,2017/02/04 19:03:34+00,OpenStreetMap,2,clinic,,,,,,,,,
44.3301127,33.3550859,http://www.openstreetmap.org/node/4533687791,vocally.sizzled.popped,OpenStreetMap¶n4533687791,دكتورة لمى جواد الشماع,29.41%,821fb06d000348889e570af698cd7b9c,2016/12/02 10:07:24+00,OpenStreetMap,2,clinic,,,,,,,,,
44.3636103,33.3095391,http://www.openstreetmap.org/node/4665575592,deeply.websites.operated,OpenStreetMap¶n4665575592,دكتورعلي سعود/جراحه الدماغ والحبل الشوكي والفقرات وجراحه الغده النخاميه بالناظور,29.41%,aeca2c75442542dcb3ca8c81e0c13acb,2017/02/05 15:51:57+00,OpenStreetMap,2,clinic,,,,,,,,,
43.9778603,36.1744654,http://www.openstreetmap.org/node/4721895889,thrillers.lighters.notifying,OpenStreetMap¶n4721895889,دکتۆر شێروان رەحمان سولەیمان,41.18%,e439c538f6eb49a78aeb8ea84743dd14,2017/03/07 11:56:42+00,OpenStreetMap,2,clinic,009647502027383,1,drsherwanshal@gmail.com,,,,,,
45.321535,34.6172567,http://www.openstreetmap.org/node/4361819091,emphasis.anagrams.hometown,OpenStreetMap¶n4361819091,رعاية اطفال,29.41%,92d123df90e245048fd2a5321d85ae37,2016/08/22 16:58:00+00,OpenStreetMap,2,hospital,,,,,,,,,
45.4513725,35.5662974,http://www.openstreetmap.org/node/4712954490,traps.grasp.bits,OpenStreetMap¶n4712954490,رويال    Royal,29.41%,09ad439af7784135b6a013578b491248,2017/03/02 08:15:37+00,OpenStreetMap,2,hospital,,,,,,,,,
44.0067128,36.2066797,http://www.openstreetmap.org/node/4470464593,power.unspoiled.discrepancy,OpenStreetMap¶n4470464593,"ريكخراوي قه نديل, Qandil",29.41%,b390447456164881b1b331e3c0a47730,2016/10/29 20:13:55+00,OpenStreetMap,2,clinic,,,,,,,,,
43.0065971,36.8480415,http://www.openstreetmap.org/node/4465022394,roses.handicaps.daily,OpenStreetMap¶n4465022394,"ريڤبه ريا گشتي ساخله ميا پاريزگه ها دهوكي, director general of health duhok",29.41%,7a4db284e80245508017d8642be29d1d,2016/10/26 16:04:12+00,OpenStreetMap,2,clinic,,,,,,,,,
45.3100547,34.6339786,http://www.openstreetmap.org/node/4401383891,audiobooks.soaped.luckier,OpenStreetMap¶n4401383891,سايه پالاس,29.41%,dba7c7de83404b4fb8e0e82d425cf28d,2016/09/14 17:04:04+00,OpenStreetMap,2,hospital,,,,,,,,,
44.0355424,36.1965169,http://www.openstreetmap.org/node/4374402889,keyboards.bulletins.blazed,OpenStreetMap¶n4374402889,سه نته رى وايت دينت بو ددان,35.29%,703fa79b9e584b3d94b55815fbe9576c,2016/08/29 16:18:52+00,OpenStreetMap,2,hospital,,Holy Zard,,,,,,,
45.4508092,35.5571995,http://www.openstreetmap.org/node/4436827990,fermented.passively.unsightly,OpenStreetMap¶n4436827990,"سه نته ري بيوتيكا, Beautica clinic",41.18%,37b11ec415254d3491d4b5b48154c542,2016/10/07 20:17:00+00,OpenStreetMap,2,clinic,07701014770,"4th floor, ibrahim pasha",hawzhin@hotmail.com,,,,,,
44.0365646,36.1967273,http://www.openstreetmap.org/node/4694818693,tailing.artichoke.hang,OpenStreetMap¶n4694818693,سه نته ری کوردستان په لی ده ست کرد,29.41%,78f9d82e0b054792b9ca1fd680d70e01,2017/02/20 08:12:49+00,OpenStreetMap,2,clinic,,,,,,,,,
43.9990831,36.2272457,http://www.openstreetmap.org/node/4620113791,tasteful.buggy.facelift,OpenStreetMap¶n4620113791,سيدة النجاة للعيادات الطبية التخصصية,35.29%,67ff5c2195a74059a91f73e0ae49a72a,2017/01/20 07:32:49+00,OpenStreetMap,2,clinic,,Shlama,,,,,,,
44.0248938,36.181132,http://www.openstreetmap.org/node/4494762591,additives.iteration.crate,OpenStreetMap¶n4494762591,"سەنتەری میدیا, santary media",29.41%,84a7d8d5de074708843a79ca038f30ce,2017/03/05 06:23:13+00,OpenStreetMap,2,hospital,,,,,,,,,
44.0361328,36.1935603,http://www.openstreetmap.org/node/4516437390,elated.bogus.keep,OpenStreetMap¶n4516437390,شارع الأطباء ٤٠ متري,35.29%,f8360450027f46eda344cbdb6d7b0f53,2016/11/23 03:40:50+00,OpenStreetMap,2,clinic,,40 Meter Road,,,,,,,
44.0056366,36.1942747,http://www.openstreetmap.org/node/4516392593,inserting.lighters.parting,OpenStreetMap¶n4516392593,"شارع الأطباء, chapamany Shaqam",29.41%,51b8524af5ce4e4aa80bb491e1ac83a6,2017/02/12 05:20:38+00,OpenStreetMap,2,clinic,,,,,,,,,
